day,ship_id,avg_fuel_level,avg_speed_knots,avg_distance_left_km,total_records
2025-04-27 19:20:37,bellisimo,35.18,12.33,1709.77,1
2025-04-27 19:20:37,santa-maria,30.4,18.48,2319.39,1
2025-04-27 19:20:37,titanic,34.52,13.86,3355.85,1
2025-04-27 19:20:42,bellisimo,34.92,10.76,1708.61,1
2025-04-27 19:20:42,santa-maria,29.94,19.17,2318.25,1
2025-04-27 19:20:42,titanic,34.26,18.24,3352.25,1
2025-04-27 19:20:47,bellisimo,34.63,15.46,1706.98,1
2025-04-27 19:20:47,santa-maria,29.64,11.68,2316.85,1
2025-04-27 19:20:47,titanic,33.82,10.04,3347.39,1
2025-04-27 19:20:51,bellisimo,34.4,12.94,1703.28,1
2025-04-27 19:20:51,santa-maria,29.27,16.98,2313.53,1
2025-04-27 19:20:51,titanic,33.7,16.73,3345.08,1
2025-04-27 19:20:56,bellisimo,33.9,17.82,1701.58,1
2025-04-27 19:20:56,santa-maria,28.78,10.22,2312.12,1
2025-04-27 19:20:56,titanic,33.44,16.21,3342.01,1
2025-04-27 19:21:01,bellisimo,33.67,14.84,1700.21,1
2025-04-27 19:21:01,santa-maria,28.49,14.38,2308.25,1
2025-04-27 19:21:01,titanic,33.31,18.08,3338.2,1
2025-04-27 19:21:06,bellisimo,33.33,10.31,1695.31,1
2025-04-27 19:21:06,santa-maria,28.01,19.48,2305.9,1
2025-04-27 19:21:06,titanic,33.08,11.94,3336.26,1
2025-04-27 19:21:11,bellisimo,33.14,14.04,1690.98,1
2025-04-27 19:21:11,santa-maria,27.7,16.9,2303.5,1
2025-04-27 19:21:11,titanic,32.76,15.38,3333.68,1
2025-04-27 19:21:16,bellisimo,32.96,16.73,1686.37,1
2025-04-27 19:21:16,santa-maria,27.49,10.52,2299.9,1
2025-04-27 19:21:16,titanic,32.29,11.93,3329.57,1
2025-04-27 19:21:19,bellisimo,32.59,13.23,1681.5,1
2025-04-27 19:21:19,santa-maria,27.08,12.36,2298.08,1
2025-04-27 19:21:19,titanic,31.96,10.8,3327.88,1
2025-04-27 19:21:24,bellisimo,32.37,16.39,1680.0,1
2025-04-27 19:21:24,santa-maria,26.61,12.18,2296.36,1
2025-04-27 19:21:24,titanic,31.78,15.76,3325.38,1
2025-04-27 19:21:29,bellisimo,31.9,15.68,1676.93,1
2025-04-27 19:21:29,santa-maria,26.19,10.05,2291.74,1
2025-04-27 19:21:29,titanic,31.37,16.79,3322.64,1
2025-04-27 19:21:34,bellisimo,31.48,17.22,1672.99,1
2025-04-27 19:21:34,santa-maria,25.7,14.21,2290.31,1
2025-04-27 19:21:34,titanic,31.0,17.36,3321.03,1
2025-04-27 19:21:39,bellisimo,31.21,14.92,1668.03,1
2025-04-27 19:21:39,santa-maria,25.4,15.33,2286.83,1
2025-04-27 19:21:39,titanic,30.79,15.68,3319.33,1
2025-04-27 19:21:44,bellisimo,31.02,19.48,1663.42,1
2025-04-27 19:21:44,santa-maria,25.15,12.6,2285.56,1
2025-04-27 19:21:44,titanic,30.57,13.66,3317.67,1
2025-04-27 19:21:47,bellisimo,30.52,11.86,1660.22,1
2025-04-27 19:21:47,santa-maria,24.96,12.76,2281.93,1
2025-04-27 19:21:47,titanic,30.16,15.14,3314.84,1
2025-04-27 19:21:52,bellisimo,30.22,15.54,1656.86,1
2025-04-27 19:21:52,santa-maria,24.57,11.49,2277.08,1
2025-04-27 19:21:52,titanic,29.71,11.6,3311.57,1
2025-04-27 19:21:57,bellisimo,29.87,11.23,1655.75,1
2025-04-27 19:21:57,santa-maria,24.44,16.05,2275.66,1
2025-04-27 19:21:57,titanic,29.23,12.11,3308.17,1
2025-04-27 19:22:02,bellisimo,29.69,16.55,1654.1,1
2025-04-27 19:22:02,santa-maria,23.94,17.18,2272.09,1
2025-04-27 19:22:02,titanic,28.9,14.99,3305.99,1
2025-04-27 19:22:07,bellisimo,29.37,10.26,1651.19,1
2025-04-27 19:22:07,santa-maria,23.62,18.53,2267.5,1
2025-04-27 19:22:07,titanic,28.71,16.16,3303.98,1
2025-04-27 19:22:12,bellisimo,28.96,14.42,1649.03,1
2025-04-27 19:22:12,santa-maria,23.15,13.13,2263.74,1
2025-04-27 19:22:12,titanic,28.44,16.97,3299.82,1
2025-04-27 19:22:16,bellisimo,28.57,13.62,1647.1,1
2025-04-27 19:22:16,santa-maria,22.72,14.9,2258.81,1
2025-04-27 19:22:16,titanic,28.3,12.84,3298.8,1
2025-04-27 19:22:21,bellisimo,28.08,16.37,1644.99,1
2025-04-27 19:22:21,santa-maria,22.26,13.81,2256.49,1
2025-04-27 19:22:21,titanic,28.12,19.76,3295.35,1
2025-04-27 19:22:26,bellisimo,27.88,10.74,1643.81,1
2025-04-27 19:22:26,santa-maria,21.78,17.77,2254.79,1
2025-04-27 19:22:26,titanic,27.8,18.27,3293.96,1
2025-04-27 19:22:31,bellisimo,27.72,12.37,1639.4,1
2025-04-27 19:22:31,santa-maria,21.31,19.22,2249.89,1
2025-04-27 19:22:31,titanic,27.39,10.1,3291.11,1
2025-04-27 19:22:36,bellisimo,27.6,16.29,1637.97,1
2025-04-27 19:22:36,santa-maria,21.0,10.93,2244.96,1
2025-04-27 19:22:36,titanic,27.15,19.88,3289.51,1
2025-04-27 19:22:41,bellisimo,27.45,16.79,1636.82,1
2025-04-27 19:22:41,santa-maria,20.86,15.37,2240.21,1
2025-04-27 19:22:41,titanic,26.81,14.61,3287.89,1
2025-04-27 19:22:44,bellisimo,27.35,17.0,1635.04,1
2025-04-27 19:22:44,santa-maria,20.71,16.44,2236.25,1
2025-04-27 19:22:44,titanic,26.52,13.29,3285.27,1
2025-04-27 19:22:49,bellisimo,26.91,10.71,1630.83,1
2025-04-27 19:22:49,santa-maria,20.56,14.7,2234.36,1
2025-04-27 19:22:49,titanic,26.4,15.74,3280.84,1
2025-04-27 19:22:54,bellisimo,26.55,19.2,1627.5,1
2025-04-27 19:22:54,santa-maria,20.38,11.76,2230.54,1
2025-04-27 19:22:54,titanic,26.0,15.16,3278.73,1
2025-04-27 19:22:59,bellisimo,26.23,17.32,1622.65,1
2025-04-27 19:22:59,santa-maria,20.09,16.65,2226.65,1
2025-04-27 19:22:59,titanic,25.52,10.5,3274.12,1
2025-04-27 19:23:04,bellisimo,25.86,11.64,1620.22,1
2025-04-27 19:23:04,santa-maria,19.98,15.07,2223.2,1
2025-04-27 19:23:04,titanic,25.18,14.7,3269.58,1
2025-04-27 19:23:09,bellisimo,25.55,11.02,1616.94,1
2025-04-27 19:23:09,santa-maria,19.83,12.75,2218.65,1
2025-04-27 19:23:09,titanic,24.73,13.97,3268.49,1
2025-04-27 19:23:12,bellisimo,25.27,17.83,1614.62,1
2025-04-27 19:23:12,santa-maria,19.54,11.11,2216.9,1
2025-04-27 19:23:12,titanic,24.32,10.86,3264.85,1
2025-04-27 19:23:17,bellisimo,24.89,17.27,1611.03,1
2025-04-27 19:23:17,santa-maria,19.07,15.39,2213.67,1
2025-04-27 19:23:17,titanic,23.97,16.97,3261.83,1
2025-04-27 19:23:22,bellisimo,24.75,19.44,1606.3,1
2025-04-27 19:23:22,santa-maria,18.95,15.04,2211.87,1
2025-04-27 19:23:22,titanic,23.62,19.15,3257.9,1
2025-04-27 19:23:27,bellisimo,24.65,14.89,1604.01,1
2025-04-27 19:23:27,santa-maria,18.47,13.31,2207.58,1
2025-04-27 19:23:27,titanic,23.24,18.86,3254.02,1
2025-04-27 19:23:32,bellisimo,24.4,14.75,1599.98,1
2025-04-27 19:23:32,santa-maria,18.32,14.39,2204.63,1
2025-04-27 19:23:32,titanic,23.07,12.98,3249.76,1
2025-04-27 19:23:37,bellisimo,23.97,20.0,1595.2,1
2025-04-27 19:23:37,santa-maria,17.91,14.33,2201.43,1
2025-04-27 19:23:37,titanic,22.61,18.28,3248.06,1
2025-04-27 19:23:41,bellisimo,23.65,14.62,1592.97,1
2025-04-27 19:23:41,santa-maria,17.45,14.52,2198.61,1
2025-04-27 19:23:41,titanic,22.19,13.16,3243.43,1
2025-04-27 19:23:46,bellisimo,23.54,10.59,1591.74,1
2025-04-27 19:23:46,santa-maria,17.28,14.1,2194.23,1
2025-04-27 19:23:46,titanic,21.79,10.7,3238.57,1
2025-04-27 19:23:51,bellisimo,23.39,15.9,1590.57,1
2025-04-27 19:23:51,santa-maria,16.85,13.36,2192.59,1
2025-04-27 19:23:51,titanic,21.54,13.06,3234.05,1
2025-04-27 19:23:56,bellisimo,23.15,18.6,1589.36,1
2025-04-27 19:23:56,santa-maria,16.55,19.08,2187.66,1
2025-04-27 19:23:56,titanic,21.38,11.15,3232.67,1
2025-04-27 19:24:01,bellisimo,22.86,16.55,1586.7,1
2025-04-27 19:24:01,santa-maria,16.25,11.13,2182.83,1
2025-04-27 19:24:01,titanic,20.91,18.44,3231.01,1
2025-04-27 19:24:06,bellisimo,22.53,11.32,1585.01,1
2025-04-27 19:24:06,santa-maria,15.87,12.02,2180.94,1
2025-04-27 19:24:06,titanic,20.49,19.92,3229.31,1
2025-04-27 19:24:09,bellisimo,22.14,17.02,1581.33,1
2025-04-27 19:24:09,santa-maria,15.71,14.67,2179.86,1
2025-04-27 19:24:09,titanic,19.99,10.38,3227.57,1
2025-04-27 19:24:14,bellisimo,21.74,13.02,1577.21,1
2025-04-27 19:24:14,santa-maria,15.36,19.94,2176.49,1
2025-04-27 19:24:14,titanic,19.55,12.11,3226.38,1
2025-04-27 19:24:19,bellisimo,21.44,14.88,1572.65,1
2025-04-27 19:24:19,santa-maria,15.24,12.35,2174.87,1
2025-04-27 19:24:19,titanic,19.22,13.3,3222.57,1
2025-04-27 19:24:24,bellisimo,21.34,17.58,1571.01,1
2025-04-27 19:24:24,santa-maria,15.07,18.23,2170.4,1
2025-04-27 19:24:24,titanic,18.91,18.26,3218.35,1
2025-04-27 19:24:29,bellisimo,21.16,15.19,1568.99,1
2025-04-27 19:24:29,santa-maria,14.82,14.62,2167.05,1
2025-04-27 19:24:29,titanic,18.78,15.86,3216.4,1
2025-04-27 19:24:34,bellisimo,20.86,18.01,1566.38,1
2025-04-27 19:24:34,santa-maria,14.42,11.58,2166.03,1
2025-04-27 19:24:34,titanic,18.46,12.6,3211.69,1
2025-04-27 19:24:37,bellisimo,20.39,17.41,1564.72,1
2025-04-27 19:24:37,santa-maria,14.18,18.64,2163.23,1
2025-04-27 19:24:37,titanic,18.07,19.45,3208.23,1
2025-04-27 19:24:42,bellisimo,20.0,18.6,1561.56,1
2025-04-27 19:24:42,santa-maria,13.84,13.81,2161.87,1
2025-04-27 19:24:42,titanic,17.77,11.09,3205.88,1
2025-04-27 19:24:47,bellisimo,19.52,15.59,1557.83,1
2025-04-27 19:24:47,santa-maria,13.41,12.22,2160.48,1
2025-04-27 19:24:47,titanic,17.44,19.95,3202.44,1
2025-04-27 19:24:52,bellisimo,19.3,19.41,1556.79,1
2025-04-27 19:24:52,santa-maria,13.27,18.1,2157.86,1
2025-04-27 19:24:52,titanic,17.06,11.48,3199.63,1
2025-04-27 19:24:57,bellisimo,18.99,19.08,1555.27,1
2025-04-27 19:24:57,santa-maria,13.14,10.05,2153.27,1
2025-04-27 19:24:57,titanic,16.87,16.97,3195.36,1
2025-04-27 19:25:02,bellisimo,18.86,15.46,1552.55,1
2025-04-27 19:25:02,santa-maria,12.82,13.28,2149.13,1
2025-04-27 19:25:02,titanic,16.76,13.5,3192.89,1
2025-04-27 19:25:06,bellisimo,18.49,16.74,1550.3,1
2025-04-27 19:25:06,santa-maria,12.33,16.31,2144.59,1
2025-04-27 19:25:06,titanic,16.56,18.2,3191.63,1
2025-04-27 19:25:11,bellisimo,18.34,14.52,1548.37,1
2025-04-27 19:25:11,santa-maria,12.09,15.11,2142.72,1
2025-04-27 19:25:11,titanic,16.22,10.93,3186.98,1
2025-04-27 19:25:16,bellisimo,18.18,14.46,1546.91,1
2025-04-27 19:25:16,santa-maria,11.73,19.59,2139.49,1
2025-04-27 19:25:16,titanic,15.76,18.27,3184.7,1
2025-04-27 19:25:21,bellisimo,17.92,14.36,1543.6,1
2025-04-27 19:25:21,santa-maria,11.28,16.5,2137.8,1
2025-04-27 19:25:21,titanic,15.37,18.99,3183.61,1
2025-04-27 19:25:26,bellisimo,17.72,13.5,1540.29,1
2025-04-27 19:25:26,santa-maria,11.13,11.79,2133.91,1
2025-04-27 19:25:26,titanic,15.12,13.44,3182.01,1
2025-04-27 19:25:31,bellisimo,17.58,18.1,1535.88,1
2025-04-27 19:25:31,santa-maria,10.89,20.0,2130.53,1
2025-04-27 19:25:31,titanic,14.89,17.28,3180.87,1
2025-04-27 19:25:34,bellisimo,17.1,16.25,1532.27,1
2025-04-27 19:25:34,santa-maria,10.46,19.48,2128.82,1
2025-04-27 19:25:34,titanic,14.61,13.5,3179.62,1
2025-04-27 19:25:39,bellisimo,16.68,12.81,1530.94,1
2025-04-27 19:25:39,santa-maria,10.08,12.36,2124.97,1
2025-04-27 19:25:39,titanic,14.46,10.68,3176.22,1
2025-04-27 19:25:44,bellisimo,16.51,17.07,1529.7,1
2025-04-27 19:25:44,santa-maria,9.93,12.59,2122.84,1
2025-04-27 19:25:44,titanic,13.98,19.49,3171.44,1
2025-04-27 19:25:49,bellisimo,16.18,15.12,1526.57,1
2025-04-27 19:25:49,santa-maria,9.62,17.57,2117.94,1
2025-04-27 19:25:49,titanic,13.79,11.01,3166.95,1
2025-04-27 19:25:54,bellisimo,15.82,15.83,1525.46,1
2025-04-27 19:25:54,santa-maria,9.26,10.07,2115.87,1
2025-04-27 19:25:54,titanic,13.48,13.85,3164.83,1
2025-04-27 19:25:59,bellisimo,15.6,15.65,1522.52,1
2025-04-27 19:25:59,santa-maria,9.04,19.68,2111.22,1
2025-04-27 19:25:59,titanic,13.34,17.08,3163.0,1
2025-04-27 19:26:02,bellisimo,15.2,16.97,1518.55,1
2025-04-27 19:26:02,santa-maria,8.55,19.51,2107.24,1
2025-04-27 19:26:02,titanic,12.91,12.02,3161.79,1
2025-04-27 19:26:07,bellisimo,14.89,11.66,1516.34,1
2025-04-27 19:26:07,santa-maria,8.13,10.91,2103.79,1
2025-04-27 19:26:07,titanic,12.67,10.96,3160.35,1
2025-04-27 19:26:12,bellisimo,14.7,12.31,1512.99,1
2025-04-27 19:26:12,santa-maria,7.83,17.4,2102.42,1
2025-04-27 19:26:12,titanic,12.19,11.71,3158.59,1
2025-04-27 19:26:17,bellisimo,14.51,12.23,1510.94,1
2025-04-27 19:26:17,santa-maria,7.66,11.37,2099.75,1
2025-04-27 19:26:17,titanic,12.0,16.19,3154.98,1
2025-04-27 19:26:22,bellisimo,14.05,13.05,1509.46,1
2025-04-27 19:26:22,santa-maria,7.39,13.74,2096.58,1
2025-04-27 19:26:22,titanic,11.71,15.79,3153.44,1
2025-04-27 19:26:27,bellisimo,13.87,18.17,1508.34,1
2025-04-27 19:26:27,santa-maria,7.06,11.58,2093.33,1
2025-04-27 19:26:27,titanic,11.22,16.78,3149.0,1
2025-04-27 19:26:31,bellisimo,13.67,14.72,1504.38,1
2025-04-27 19:26:31,santa-maria,6.92,12.26,2089.63,1
2025-04-27 19:26:31,titanic,10.79,17.73,3146.22,1
2025-04-27 19:26:36,bellisimo,13.47,12.74,1499.67,1
2025-04-27 19:26:36,santa-maria,6.69,14.4,2086.93,1
2025-04-27 19:26:36,titanic,10.47,15.67,3143.42,1
2025-04-27 19:26:41,bellisimo,13.27,16.93,1497.06,1
2025-04-27 19:26:41,santa-maria,6.24,15.68,2085.47,1
2025-04-27 19:26:41,titanic,9.99,18.56,3139.65,1
2025-04-27 19:26:46,bellisimo,12.94,18.91,1492.33,1
2025-04-27 19:26:46,santa-maria,5.99,17.87,2081.89,1
2025-04-27 19:26:46,titanic,9.86,19.17,3137.17,1
2025-04-27 19:26:51,bellisimo,12.79,13.09,1491.1,1
2025-04-27 19:26:51,santa-maria,5.74,10.69,2077.15,1
2025-04-27 19:26:51,titanic,9.67,12.31,3132.41,1
2025-04-27 19:26:56,bellisimo,12.58,10.08,1489.08,1
2025-04-27 19:26:56,santa-maria,5.37,16.87,2072.17,1
2025-04-27 19:26:56,titanic,9.35,16.04,3131.32,1
2025-04-27 19:26:59,bellisimo,12.39,17.91,1485.76,1
2025-04-27 19:26:59,santa-maria,5.21,18.43,2069.74,1
2025-04-27 19:26:59,titanic,9.13,13.14,3126.38,1
2025-04-27 19:27:04,bellisimo,11.96,16.24,1482.61,1
2025-04-27 19:27:04,santa-maria,4.95,18.29,2067.83,1
2025-04-27 19:27:04,titanic,8.75,15.21,3122.48,1
2025-04-27 19:27:09,bellisimo,11.49,11.13,1481.24,1
2025-04-27 19:27:09,santa-maria,4.53,12.63,2064.3,1
2025-04-27 19:27:09,titanic,8.52,10.16,3118.64,1
2025-04-27 19:27:14,bellisimo,11.11,12.64,1478.71,1
2025-04-27 19:27:14,santa-maria,4.2,14.82,2061.33,1
2025-04-27 19:27:14,titanic,8.24,16.75,3114.09,1
2025-04-27 19:27:19,bellisimo,10.71,18.39,1477.53,1
2025-04-27 19:27:19,santa-maria,3.85,10.81,2057.64,1
2025-04-27 19:27:19,titanic,8.08,17.13,3111.96,1
2025-04-27 19:27:24,bellisimo,10.6,15.34,1475.23,1
2025-04-27 19:27:24,santa-maria,3.58,11.42,2056.23,1
2025-04-27 19:27:24,titanic,7.71,15.57,3109.25,1
2025-04-27 19:27:27,bellisimo,10.33,11.73,1471.36,1
2025-04-27 19:27:27,santa-maria,3.33,19.01,2053.89,1
2025-04-27 19:27:27,titanic,7.47,10.2,3104.56,1
2025-04-27 19:27:32,bellisimo,10.11,12.11,1470.33,1
2025-04-27 19:27:32,santa-maria,2.98,14.1,2052.11,1
2025-04-27 19:27:32,titanic,7.25,10.68,3102.69,1
2025-04-27 19:27:37,bellisimo,9.78,17.72,1467.17,1
2025-04-27 19:27:37,santa-maria,2.69,15.1,2050.99,1
2025-04-27 19:27:37,titanic,7.05,19.04,3100.89,1
2025-04-27 19:27:42,bellisimo,9.5,17.4,1464.74,1
2025-04-27 19:27:42,santa-maria,2.43,11.61,2047.83,1
2025-04-27 19:27:42,titanic,6.86,19.23,3098.08,1
2025-04-27 19:27:47,bellisimo,9.3,15.21,1463.46,1
2025-04-27 19:27:47,santa-maria,2.01,19.41,2042.91,1
2025-04-27 19:27:47,titanic,6.62,17.65,3093.61,1
2025-04-27 19:27:52,bellisimo,9.13,12.17,1460.69,1
2025-04-27 19:27:52,santa-maria,1.59,14.65,2040.91,1
2025-04-27 19:27:52,titanic,6.38,14.8,3088.9,1
2025-04-27 19:27:56,bellisimo,8.88,18.84,1456.35,1
2025-04-27 19:27:56,santa-maria,1.31,13.51,2036.12,1
2025-04-27 19:27:56,titanic,6.09,10.49,3087.5,1
2025-04-27 19:28:01,bellisimo,8.63,17.96,1453.97,1
2025-04-27 19:28:01,santa-maria,1.03,17.85,2033.27,1
2025-04-27 19:28:01,titanic,5.61,15.27,3085.51,1
2025-04-27 19:28:06,bellisimo,8.26,13.96,1451.01,1
2025-04-27 19:28:06,santa-maria,0.65,15.26,2032.25,1
2025-04-27 19:28:06,titanic,5.39,15.75,3083.63,1
2025-04-27 19:28:11,bellisimo,7.84,15.92,1446.39,1
2025-04-27 19:28:11,santa-maria,0.5,10.22,2029.38,1
2025-04-27 19:28:11,titanic,4.93,13.83,3079.49,1
2025-04-27 19:28:16,bellisimo,7.66,14.61,1441.93,1
2025-04-27 19:28:16,santa-maria,0.11,10.33,2027.09,1
2025-04-27 19:28:16,titanic,4.65,12.45,3076.6,1
2025-04-27 19:28:21,bellisimo,7.18,16.01,1438.3,1
2025-04-27 19:28:21,santa-maria,0.0,17.59,2022.25,1
2025-04-27 19:28:21,titanic,4.18,12.57,3071.72,1
2025-04-27 19:28:24,bellisimo,6.99,18.77,1433.36,1
2025-04-27 19:28:24,santa-maria,0.0,11.55,2019.97,1
2025-04-27 19:28:24,titanic,3.93,15.35,3069.28,1
2025-04-27 19:28:29,bellisimo,6.71,19.32,1432.31,1
2025-04-27 19:28:29,santa-maria,0.0,10.96,2017.18,1
2025-04-27 19:28:29,titanic,3.8,12.14,3065.44,1
2025-04-27 19:28:34,bellisimo,6.51,19.27,1431.29,1
2025-04-27 19:28:34,santa-maria,0.0,12.32,2015.44,1
2025-04-27 19:28:34,titanic,3.58,16.21,3064.23,1
2025-04-27 19:28:39,bellisimo,6.08,10.57,1427.75,1
2025-04-27 19:28:39,santa-maria,0.0,14.93,2014.35,1
2025-04-27 19:28:39,titanic,3.15,13.33,3062.29,1
2025-04-27 19:28:44,bellisimo,5.89,15.51,1425.31,1
2025-04-27 19:28:44,santa-maria,0.0,11.76,2009.83,1
2025-04-27 19:28:44,titanic,2.74,18.52,3058.8,1
2025-04-27 19:28:49,bellisimo,5.77,19.37,1423.61,1
2025-04-27 19:28:49,santa-maria,0.0,12.53,2005.86,1
2025-04-27 19:28:49,titanic,2.56,19.56,3057.6,1
2025-04-27 19:28:52,bellisimo,5.55,10.25,1422.19,1
2025-04-27 19:28:52,santa-maria,0.0,17.39,2003.87,1
2025-04-27 19:28:52,titanic,2.22,14.06,3055.33,1
2025-04-27 19:28:57,bellisimo,5.08,19.55,1418.15,1
2025-04-27 19:28:57,santa-maria,0.0,11.19,2002.36,1
2025-04-27 19:28:57,titanic,1.85,16.35,3050.67,1
2025-04-27 19:29:02,bellisimo,4.9,12.82,1413.62,1
2025-04-27 19:29:02,santa-maria,0.0,17.04,2000.8,1
2025-04-27 19:29:02,titanic,1.57,11.56,3049.08,1
2025-04-27 19:29:07,bellisimo,4.72,17.38,1412.05,1
2025-04-27 19:29:07,santa-maria,0.0,14.87,1998.32,1
2025-04-27 19:29:07,titanic,1.38,14.6,3047.57,1
2025-04-27 19:29:12,bellisimo,4.44,16.23,1410.87,1
2025-04-27 19:29:12,santa-maria,0.0,10.15,1996.93,1
2025-04-27 19:29:12,titanic,1.14,14.63,3045.07,1
2025-04-27 19:29:17,bellisimo,4.0,11.85,1406.93,1
2025-04-27 19:29:17,santa-maria,0.0,14.14,1992.31,1
2025-04-27 19:29:17,titanic,0.89,19.76,3042.94,1
2025-04-27 19:29:21,bellisimo,3.73,13.03,1403.72,1
2025-04-27 19:29:21,santa-maria,0.0,15.8,1990.78,1
2025-04-27 19:29:21,titanic,0.54,13.13,3038.42,1
2025-04-27 19:29:26,bellisimo,3.5,19.95,1399.6,1
2025-04-27 19:29:26,santa-maria,0.0,12.06,1988.53,1
2025-04-27 19:29:26,titanic,0.42,14.4,3035.87,1
2025-04-27 19:29:31,bellisimo,3.32,19.06,1396.36,1
2025-04-27 19:29:31,santa-maria,0.0,18.39,1985.04,1
2025-04-27 19:29:31,titanic,0.14,10.81,3031.79,1
2025-04-27 19:29:36,bellisimo,3.02,19.04,1393.42,1
2025-04-27 19:29:36,santa-maria,0.0,15.51,1980.07,1
2025-04-27 19:29:36,titanic,0.0,11.83,3030.31,1
2025-04-27 19:29:41,bellisimo,2.81,19.08,1388.69,1
2025-04-27 19:29:41,santa-maria,0.0,10.1,1975.26,1
2025-04-27 19:29:41,titanic,0.0,19.69,3028.3,1
2025-04-27 19:29:46,bellisimo,2.6,19.35,1384.63,1
2025-04-27 19:29:46,santa-maria,0.0,16.9,1971.56,1
2025-04-27 19:29:46,titanic,0.0,12.34,3025.19,1
2025-04-27 19:29:49,bellisimo,2.4,12.53,1383.42,1
2025-04-27 19:29:49,santa-maria,0.0,10.92,1966.89,1
2025-04-27 19:29:49,titanic,0.0,11.41,3023.78,1
2025-04-27 19:29:54,bellisimo,2.15,15.88,1382.41,1
2025-04-27 19:29:54,santa-maria,0.0,10.81,1964.77,1
2025-04-27 19:29:54,titanic,0.0,17.24,3022.1,1
2025-04-27 19:29:59,bellisimo,1.77,10.11,1379.94,1
2025-04-27 19:29:59,santa-maria,0.0,15.6,1961.34,1
2025-04-27 19:29:59,titanic,0.0,17.26,3020.91,1
2025-04-27 19:30:04,bellisimo,1.42,12.72,1376.69,1
2025-04-27 19:30:04,santa-maria,0.0,11.64,1957.06,1
2025-04-27 19:30:04,titanic,0.0,19.98,3016.68,1
2025-04-27 19:30:09,bellisimo,1.04,17.77,1372.52,1
2025-04-27 19:30:09,santa-maria,0.0,11.19,1955.0,1
2025-04-27 19:30:09,titanic,0.0,13.48,3011.73,1
2025-04-27 19:30:14,bellisimo,0.75,19.31,1369.7,1
2025-04-27 19:30:14,santa-maria,0.0,17.08,1952.13,1
2025-04-27 19:30:14,titanic,0.0,10.99,3010.61,1
